#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
 20251215    18:22:45       0    218     66      -     94     76      0      0      0      0   8551   2715      0      0   3885      7      0    942    354 
 20251215    18:22:45       1     58     35      -     11      2      0      0      0      0   8551   2550      0      0   1450      5      0      0      0 
 20251215    18:22:45       2     51     35      -     15      3      0      0      0      0   8551   2550      0      0   1450      5      0      0      0 
 20251215    18:22:46       0    221     66      -     96     77      0      0      0      0   8551   2700      0      0   3885      7      0    917    414 
 20251215    18:22:46       1     51     35      -      0      0      0      0      0      0   8551   2550      0      0   1450      5      0    815    874 
 20251215    18:22:46       2     42     35      -      0      0      0      0      0      0   8551   2550      0      0   1450      5      0    484      0 
 20251215    18:22:47       0    219     65      -     93     75      0      0      0      0   8551   2670      0      0   3885      7      0    925    694 
 20251215    18:22:47       1     58     35      -      9      2      0      0      0      0   8551   2550      0      0   1450      5      0    591    653 
 20251215    18:22:47       2     51     36      -     15      3      0      0      0      0   8551   2550      0      0   1450      5      0    527    536 
 20251215    18:22:49       0     93     61      -     13      2      0      0      0      0   8551   2715      0      0   4493      7      0   1018      6 
 20251215    18:22:49       1     51     35      -      1      0      0      0      0      0   8551   2550      0      0   1398      5      0      0      0 
 20251215    18:22:49       2     46     35      -     13      2      0      0      0      0   8551   2550      0      0   1398      5      0      0      0 
 20251215    18:22:50       0    147     62      -     55     54      0      0      0      0   8551   2715      0      0   3027      7      0      0      0 
 20251215    18:22:50       1     47     35      -      0      0      0      0      0      0   8551   2550      0      0   1400      5      0      0      0 
 20251215    18:22:50       2     40     35      -      0      0      0      0      0      0   8551   2550      0      0   1400      5      0      0      0 
 20251215    18:22:51       0    121     63      -      0      0      0      0      0      0   8551   2715      0      0   3173      9      0   1070    149 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
 20251215    18:22:51       1     47     35      -      0      0      0      0      0      0   8551   2550      0      0   1400      5      0      0      0 
 20251215    18:22:51       2     40     35      -      0      0      0      0      0      0   8551   2550      0      0   1400      5      0      0      0 
 20251215    18:22:52       0    195     63      -     85     54      0      0      0      0   8551   2715      0      0   3102      9      0   1733    203 
 20251215    18:22:52       1     48     35      -      0      0      0      0      0      0   8551   2550      0      0   1400      5      0      0      0 
 20251215    18:22:52       2     40     35      -      0      0      0      0      0      0   8551   2550      0      0   1400      5      0      0      0 
 20251215    18:22:53       0    195     64      -     86     51      0      0      0      0   8551   2715      0      0   3876      9      0   1923    186 
 20251215    18:22:53       1     48     35      -      0      0      0      0      0      0   8551   2550      0      0   1400      5      0      0      0 
 20251215    18:22:53       2     41     35      -      0      0      0      0      0      0   8551   2550      0      0   1400      5      0      0      0 
 20251215    18:22:54       0    128     59      -      0      0      0      0      0      0   8551   2715      0      0   1762      5      0      1      0 
 20251215    18:22:54       1     47     35      -      0      0      0      0      0      0   8551   2550      0      0      4      3      0      0      0 
 20251215    18:22:54       2     40     35      -      0      0      0      0      0      0   8551   2550      0      0      4      3      0      0      0 
 20251215    18:22:55       0     74     57      -      0      0      0      0      0      0   8551   2715      0      0   1632      5      0      0      0 
 20251215    18:22:55       1     49     35      -      0      0      0      0      0      0   9001   2550      0      0      4      3      0      0      0 
 20251215    18:22:55       2     41     35      -      0      0      0      0      0      0   9001   2550      0      0      4      3      0      0      0 
 20251215    18:22:56       0     67     58      -      0      0      0      0      0      0   8551   2550      0      0   1762      5      0   1058    124 
 20251215    18:22:56       1     37     34      -      0      0      0      0      0      0    810    660      0      0      4      3      0      0      0 
 20251215    18:22:56       2     28     34      -      0      0      0      0      0      0    810    540      0      0      4      3      0      0      0 
 20251215    18:22:58       0    194     62      -     70     58      0      0      0      0   8551   2715      0      0   1762      5      0    948    123 
 20251215    18:22:58       1     30     34      -      0      0      0      0      0      0    810    420      0      0      4      3      0      0      0 
 20251215    18:22:58       2     21     34      -      0      0      0      0      0      0    405    345      0      0      4      3      0      0      0 
 20251215    18:22:59       0    200     62      -     70     58      0      0      0      0   8551   2715      0      0   1762      5      0    948    124 
 20251215    18:22:59       1     22     34      -      0      0      0      0      0      0    405    270      0      0      4      3      0      0      0 
